OBJECTID,BSM,YSDM,DLBM,DLMC,XZDWYBH,XZDWBH,CD,KD,XZDWMJ,XZDWMC,QSDWDM1,QSDWMC1,QSDWDM2,QSDWMC2,KCTBBH1,KCTBDWDM1,KCTBBH2,KCTBDWDM2,QSXZ,KCBL,BGJLH,BGRQ,SHAPE_Leng,DLBZ
27863,38966,2001020100,117,沟渠,29056,8,32.9,3.8,125.02,沟渠,530702002205,玉龙县飞地,530702002205,玉龙县飞地,4,530702002205,3,530702002205,30,0.5,,2014/9/3 0:00,,
34053,43345,2001020100,117,沟渠,33678,15,42,1.6,67.2,沟渠,530702006201,开南街道办事处漾西社区居委会,530702006201,开南街道办事处漾西社区居委会,4,530702006201,11,530702006201,30,0.5,,2015/2/7 0:00,,
35945,46453,2001020100,117,沟渠,37305,24,51.6,3.2,165.12,沟渠,530702006202,开南街道办事处贵峰社区居委会,530702006202,开南街道办事处贵峰社区居委会,4,530702006202,12,530702006202,30,0.5,,2015/2/7 0:00,,
36660,46452,2001020100,117,沟渠,37304,25,17.4,3.2,55.68,沟渠,530702006202,开南街道办事处贵峰社区居委会,530702006202,开南街道办事处贵峰社区居委会,4,530702006202,12,530702006202,30,0.5,,2015/2/7 0:00,,
37268,46451,2001020100,117,沟渠,37303,26,17.5,3.2,56,沟渠,530702006202,开南街道办事处贵峰社区居委会,530702006202,开南街道办事处贵峰社区居委会,4,530702006202,12,530702006202,30,0.5,,2015/2/7 0:00,,
42400,14469,2001020100,104,农村道路,5133,6,114.9,2.7,310.23,农村道路,530702007201,文化街道办事处文化社区居委会,530702007201,文化街道办事处文化社区居委会,4,530702007201,22,530702007201,30,0.5,,2015/2/8 0:00,,
43463,10866,2001020100,102,公路用地,7,9,297.6,8,2380.8,公路用地,530702203203,白水村民委员会,530702203203,白水村民委员会,4,530702203203,1321,530702203203,20,0.5,,2015/3/8 0:00,,
46946,900000089,2001020100,111,河流水面,23654,205,70.3,18.4,1293.52,河流水面,530702004206,玉龙县飞地,530702004206,黄山社区居委会,4,530702004206,1623,530702004201,20,0.5,,2016/3/1 0:00,,
52156,34428,2001020100,117,沟渠,23950,32,120.1,1.2,144.12,沟渠,530702004206,玉龙县飞地,530702004206,玉龙县飞地,4,530702004206,17,530702004206,30,0.5,,2016/3/2 0:00,,
52157,34384,2001020100,111,河流水面,23834,20,53.1,18.4,977.04,河流水面,530702004206,玉龙县飞地,530702004206,玉龙县飞地,4,530702004206,7,530702004206,20,0.5,,2016/3/2 0:00,,
52158,900000088,2001020100,111,河流水面,23654,206,10.3,18.4,189.52,河流水面,530702004206,玉龙县飞地,530702004206,黄山社区居委会,4,530702004206,986,530702004201,20,0.5,,2016/3/2 0:00,,
54037,69899,2001020100,104,农村道路,61605,6,26.2,2.5,65.5,农村道路,530702205202,罗玄村民委员会,530702205202,罗玄村民委员会,4,530702205202,59,530702205202,30,0.5,,2018/2/26 0:00,,
59423,37680,2001020100,117,沟渠,27292,6,42.8,4,171.2,沟渠,530702005203,金山街道办事处东元社区居委会,530702005203,金山街道办事处东元社区居委会,4,530702005203,7,530702005203,30,0.5,,2017/1/21 0:00,,
8953,43072,2001020100,104,农村道路,33921,5,40,2,80,农村道路,530702201206,义新村民委员会,530702201206,义新村民委员会,5,530702201206,10,530702201206,30,0.5,,,39.95606332, 
9726,47379,2001020100,104,农村道路,38466,15,30.9,1.9,58.71,农村道路,530702201207,光乐村民委员会,530702201207,光乐村民委员会,5,530702201207,6,530702201207,30,0.5,,,30.87106582, 
10406,47340,2001020100,104,农村道路,38316,14,54.6,1.9,103.74,农村道路,530702201207,光乐村民委员会,530702201207,光乐村民委员会,5,530702201207,10,530702201207,30,0.5,,,54.57168575, 
10632,56267,2001020100,104,农村道路,47294,6,67.1,5.5,369.05,农村道路,530702202201,共和村民委员会,530702202201,共和村民委员会,5,530702202201,6,530702202201,30,0.5,,,67.0802484, 
11520,59357,2001020100,104,农村道路,50052,4,78.3,2.5,195.75,农村道路,530702202209,前山村民委员会,530702202209,前山村民委员会,5,530702202209,7,530702202209,30,0.5,,,78.34146816, 
12990,63299,2001020100,111,河流水面,52982,5,173,4.5,778.5,河流水面,530702202210,后山村民委员会,530702202210,后山村民委员会,5,530702202210,6,530702202210,20,0.5,,,172.9698551, 
15860,62546,2001020100,104,农村道路,53077,8,144.2,5.7,821.94,农村道路,530702202210,后山村民委员会,530702202210,后山村民委员会,5,530702202210,11,530702202210,30,0.5,,,144.1744788, 
15941,63018,2001020100,104,农村道路,53076,10,24.6,5.7,140.22,农村道路,530702202210,后山村民委员会,530702202210,后山村民委员会,5,530702202210,13,530702202210,30,0.5,,,24.5888103, 
17986,68246,2001020100,104,农村道路,58388,9,84.1,2.6,218.66,农村道路,530702202205,五峰村民委员会,530702202205,五峰村民委员会,5,530702202205,22,530702202205,30,0.5,,,84.05269911, 
18112,70308,2001020100,104,农村道路,61546,3,319.8,2.5,799.5,农村道路,530702205202,罗玄村民委员会,530702205202,罗玄村民委员会,5,530702205202,1,530702205202,30,0.5,,,319.8115176, 
18157,67724,2001020100,104,农村道路,57872,1,55.6,3.7,205.72,农村道路,530702205206,金江乡国有林,530702205206,金江乡国有林,5,530702205206,9,530702205206,30,0.5,,,55.56706577, 
18673,71872,2001020100,104,农村道路,61703,8,113.7,2.5,284.25,农村道路,530702205202,罗玄村民委员会,530702205202,罗玄村民委员会,5,530702205202,8,530702205202,30,0.5,,,113.6927052, 
19393,67871,2001020100,104,农村道路,58264,7,294.4,5.2,1530.88,农村道路,530702202205,五峰村民委员会,530702202205,五峰村民委员会,5,530702202205,22,530702202205,30,0.5,,,294.3920972, 
19921,71890,2001020100,104,农村道路,61721,9,35.1,2.5,87.75,农村道路,530702205202,罗玄村民委员会,530702205202,罗玄村民委员会,5,530702205202,7,530702205202,30,0.5,,,35.08084725, 
20058,71543,2001020100,104,农村道路,61748,14,25.7,2.5,64.25,农村道路,530702205202,罗玄村民委员会,530702205202,罗玄村民委员会,5,530702205202,17,530702205202,30,0.5,,,25.71431847, 
20373,70222,2001020100,104,农村道路,61758,17,64.4,2.5,161,农村道路,530702205202,罗玄村民委员会,530702205202,罗玄村民委员会,5,530702205202,17,530702205202,30,0.5,,,64.37537778, 
21060,71901,2001020100,104,农村道路,61732,12,172.3,2.5,430.75,农村道路,530702205202,罗玄村民委员会,530702205202,罗玄村民委员会,5,530702205202,8,530702205202,30,0.5,,,172.2601469, 
23169,24340,2001020100,111,河流水面,13655,5,68.1,7.5,510.75,河流水面,530702001207,文智社区居委会,530702001207,文智社区居委会,5,530702001207,548,530702005202,20,0.5,,2015/2/7 0:00,,
24832,32917,2001020100,117,沟渠,22278,4,29.8,7.6,226.48,沟渠,530702005201,金山街道办事处金山社区居委会,530702005201,金山街道办事处金山社区居委会,5,530702005201,1,530702005201,30,0.5,,2015/2/6 0:00,,
24839,31323,2001020100,117,沟渠,22682,38,127.9,1.5,191.85,沟渠,530702005201,金山街道办事处金山社区居委会,530702005201,金山街道办事处金山社区居委会,5,530702005201,2,530702005201,30,0.5,,2015/2/6 0:00,,
25300,32886,2001020100,117,沟渠,22235,3,81.2,4,324.8,沟渠,530702005201,金山街道办事处金山社区居委会,530702001206,义尚社区居委会,5,530702005201,159,530702001206,30,0.5,,2015/2/6 0:00,,
25566,32731,2001020100,117,沟渠,22306,15,151.2,2.6,393.12,沟渠,530702005201,金山街道办事处金山社区居委会,530702005201,金山街道办事处金山社区居委会,5,530702005201,2,530702005201,30,0.5,,2015/2/6 0:00,,
25757,33296,2001020100,117,沟渠,22757,51,21.7,1.5,32.55,沟渠,530702005201,金山街道办事处金山社区居委会,530702005201,金山街道办事处金山社区居委会,5,530702005201,2,530702005201,30,0.5,,2015/2/6 0:00,,
25765,32902,2001020100,117,沟渠,22261,5,26.9,2.8,75.32,沟渠,530702005201,金山街道办事处金山社区居委会,530702001206,义尚社区居委会,5,530702005201,170,530702001206,30,0.5,,2015/2/6 0:00,,
27763,39357,2001020100,117,沟渠,29063,7,21,8.1,170.1,沟渠,530702002205,玉龙县飞地,530702002202,八河社区居委会,5,530702002205,420,530702002202,30,0.5,,2014/9/3 0:00,,
27864,39356,2001020100,117,沟渠,29062,15,56.8,4.3,244.24,沟渠,530702002205,玉龙县飞地,530702002202,八河社区居委会,5,530702002205,226,530702002202,30,0.5,,2014/9/3 0:00,,
27865,39513,2001020100,117,沟渠,29208,23,17,5.4,91.8,沟渠,530702002205,玉龙县飞地,530702002205,玉龙县飞地,5,530702002205,17,530702002205,30,0.5,,2014/9/3 0:00,,
35575,46971,2001020100,117,沟渠,37178,17,40.3,3.8,153.14,沟渠,530702006202,开南街道办事处贵峰社区居委会,530702006202,开南街道办事处贵峰社区居委会,5,530702006202,3,530702006202,30,0.5,,2015/2/7 0:00,,
35641,46966,2001020100,117,沟渠,37173,14,29.5,3.8,112.1,沟渠,530702006202,开南街道办事处贵峰社区居委会,530702006203,开南街道办事处良美社区居委会,5,530702006202,1296,530702006203,30,0.5,,2015/2/7 0:00,,
36661,46804,2001020100,117,沟渠,37138,15,36.3,3.2,116.16,沟渠,530702006202,开南街道办事处贵峰社区居委会,530702006202,开南街道办事处贵峰社区居委会,5,530702006202,1,530702006202,30,0.5,,2015/2/7 0:00,,
36975,45701,2001020100,117,沟渠,37285,27,88,3.2,281.6,沟渠,530702006202,开南街道办事处贵峰社区居委会,530702006202,开南街道办事处贵峰社区居委会,5,530702006202,10,530702006202,30,0.5,,2015/2/7 0:00,,
36991,47430,2001020100,117,沟渠,37319,28,27.2,3.2,87.04,沟渠,530702006202,开南街道办事处贵峰社区居委会,530702006202,开南街道办事处贵峰社区居委会,5,530702006202,10,530702006202,30,0.5,,2015/2/7 0:00,,
37141,47445,2001020100,117,沟渠,37334,31,32.5,3.2,104,沟渠,530702006202,开南街道办事处贵峰社区居委会,530702006202,开南街道办事处贵峰社区居委会,5,530702006202,10,530702006202,30,0.5,,2015/2/7 0:00,,
37290,47454,2001020100,117,沟渠,37343,30,18.6,3.2,59.52,沟渠,530702006202,开南街道办事处贵峰社区居委会,530702006202,开南街道办事处贵峰社区居委会,5,530702006202,10,530702006202,30,0.5,,2015/2/7 0:00,,
37381,47068,2001020100,117,沟渠,37210,19,13,3.8,49.4,沟渠,530702006202,开南街道办事处贵峰社区居委会,530702006202,开南街道办事处贵峰社区居委会,5,530702006202,3,530702006202,30,0.5,,2015/2/7 0:00,,
37470,46803,2001020100,104,农村道路,37137,2,14.1,10.2,143.82,农村道路,530702006202,开南街道办事处贵峰社区居委会,530702006203,开南街道办事处良美社区居委会,5,530702006202,1284,530702006203,30,0.5,,2015/2/7 0:00,,
37591,46584,2001020100,104,农村道路,37147,11,32.7,10.2,333.54,农村道路,530702006202,开南街道办事处贵峰社区居委会,530702006203,开南街道办事处良美社区居委会,5,530702006202,1283,530702006203,30,0.5,,2015/2/7 0:00,,
37659,46732,2001020100,117,沟渠,37349,33,25.8,3.2,82.56,沟渠,530702006202,开南街道办事处贵峰社区居委会,530702006202,开南街道办事处贵峰社区居委会,5,530702006202,10,530702006202,30,0.5,,2015/2/7 0:00,,
38105,46327,2001020100,117,沟渠,37161,8,34.1,3.8,129.58,沟渠,530702006202,开南街道办事处贵峰社区居委会,530702006203,开南街道办事处良美社区居委会,5,530702006202,1289,530702006203,30,0.5,,2015/2/7 0:00,,
38924,46323,2001020100,104,农村道路,37157,9,20.5,10.2,209.1,农村道路,530702006202,开南街道办事处贵峰社区居委会,530702006203,开南街道办事处良美社区居委会,5,530702006202,1282,530702006203,30,0.5,,2015/2/7 0:00,,
38925,46322,2001020100,104,农村道路,37156,10,12.2,10.2,124.44,农村道路,530702006202,开南街道办事处贵峰社区居委会,530702006203,开南街道办事处良美社区居委会,5,530702006202,1282,530702006203,30,0.5,,2015/2/7 0:00,,
41539,15500,2001020100,104,农村道路,5117,5,229.1,2.5,572.75,农村道路,530702007201,文化街道办事处文化社区居委会,530702007201,文化街道办事处文化社区居委会,5,530702007201,3,530702007201,30,0.5,,2015/2/8 0:00,,
42205,15488,2001020100,104,农村道路,5105,4,252,2.5,630,农村道路,530702007201,文化街道办事处文化社区居委会,530702007201,文化街道办事处文化社区居委会,5,530702007201,2,530702007201,30,0.5,,2015/2/8 0:00,,
42350,15504,2001020100,104,农村道路,5121,10,1011.3,2.5,2528.25,农村道路,530702007201,文化街道办事处文化社区居委会,530702007201,文化街道办事处文化社区居委会,5,530702007201,11,530702007201,30,0.5,,2015/2/8 0:00,,
43420,21435,2001020100,117,沟渠,11097,1,50.6,4.1,207.46,沟渠,530702005204,团山水库,530702005204,团山水库,5,530702005204,8,530702005204,30,0.5,,2015/2/8 0:00,,
43421,21833,2001020100,117,沟渠,11149,2,153.2,4.1,628.12,沟渠,530702005204,团山水库,530702005204,团山水库,5,530702005204,7,530702005204,30,0.5,,2015/2/8 0:00,,
43933,24643,2001020100,117,沟渠,13750,9,139,2.7,375.3,沟渠,530702001207,文智社区居委会,530702001207,文智社区居委会,5,530702001207,6,530702001207,30,0.5,,2015/3/10 0:00,,
45965,55817,2001020100,104,农村道路,45444,3,162.7,2.9,471.83,农村道路,530702202208,羊见村民委员会,530702202208,羊见村民委员会,5,530702202208,851,530702202208,30,0.5,,2016/2/13 0:00,,
48153,28724,2001020100,104,农村道路,18051,4,89.1,2.4,213.84,农村道路,530702001206,义尚社区居委会,530702001206,义尚社区居委会,5,530702001206,293,530702001206,30,0.5,,2018/2/6 0:00,,
52504,55856,2001020100,104,农村道路,45714,6,366.5,2.9,1062.85,农村道路,530702202208,羊见村民委员会,530702202208,羊见村民委员会,5,530702202208,13,530702202208,30,0.5,,2016/3/2 0:00,,
52505,55430,2001020100,104,农村道路,45171,1,111.5,3.2,356.8,农村道路,530702202208,羊见村民委员会,530702202208,羊见村民委员会,5,530702202208,3,530702202208,30,0.5,,2016/3/2 0:00,,
54030,71914,2001020100,104,农村道路,61767,19,98.8,2.5,247,农村道路,530702205202,罗玄村民委员会,530702205202,罗玄村民委员会,5,530702205202,59,530702205202,30,0.5,,2018/2/26 0:00,,
54031,70122,2001020100,104,农村道路,61597,5,70.3,2.5,175.75,农村道路,530702205202,罗玄村民委员会,530702205202,罗玄村民委员会,5,530702205202,59,530702205202,30,0.5,,2018/2/26 0:00,,
54040,71447,2001020100,104,农村道路,61614,7,390.9,2.5,977.25,农村道路,530702205202,罗玄村民委员会,530702205202,罗玄村民委员会,5,530702205202,59,530702205202,30,0.5,,2018/2/26 0:00,,
57510,24662,2001020100,111,河流水面,14222,2,19.4,6,116.4,河流水面,530702003207,玉泉公园管理所,530702003207,玉泉公园管理所,5,530702003207,51,530702003207,20,0.5,,2017/1/21 0:00,,
59562,37852,2001020100,117,沟渠,27484,18,54.3,1.5,81.45,沟渠,530702006203,开南街道办事处良美社区居委会,530702006203,开南街道办事处良美社区居委会,5,530702006203,15,530702006203,30,0.5,,2017/1/21 0:00,,
59563,37079,2001020100,117,沟渠,27365,13,41.3,1.5,61.95,沟渠,530702006203,开南街道办事处良美社区居委会,530702006203,开南街道办事处良美社区居委会,5,530702006203,33,530702006203,30,0.5,,2017/1/21 0:00,,
59564,42878,2001020100,117,沟渠,33622,12,97.1,1.2,116.52,沟渠,530702006201,开南街道办事处漾西社区居委会,530702006201,开南街道办事处漾西社区居委会,5,530702006201,18,530702006201,30,0.5,,2017/1/21 0:00,,
79,10869,2001020100,104,农村道路,10,11,95.9,4,383.6,农村道路,530702203203,白水村民委员会,530702203203,白水村民委员会,6,530702203203,5,530702203203,30,0.5,,,95.91023444, 
881,11448,2001020100,104,农村道路,1283,3,335.7,8.2,2752.74,农村道路,530702203201,大东村民委员会,530702203201,大东村民委员会,6,530702203201,9,530702203201,30,0.5,,,335.6750888, 
907,12051,2001020100,104,农村道路,1196,2,378.1,1.6,604.96,农村道路,530702203201,大东村民委员会,530702203203,白水村民委员会,6,530702203201,952,530702203203,30,0.5,,,378.0887855, 
1234,12138,2001020100,104,农村道路,1483,31,112.3,8.2,920.86,农村道路,530702203201,大东村民委员会,530702203201,大东村民委员会,6,530702203201,35,530702203201,30,0.5,,,112.3231401, 
1405,12255,2001020100,104,农村道路,1402,10,255.3,8.2,2093.46,农村道路,530702203201,大东村民委员会,530702203201,大东村民委员会,6,530702203201,22,530702203201,30,0.5,,,255.2915687, 
1798,12234,2001020100,104,农村道路,1359,7,119.7,8.2,981.54,农村道路,530702203201,大东村民委员会,530702203201,大东村民委员会,6,530702203201,9,530702203201,30,0.5,,,119.6641198, 
1855,12205,2001020100,104,农村道路,1330,6,90,8.2,738,农村道路,530702203201,大东村民委员会,530702203201,大东村民委员会,6,530702203201,8,530702203201,30,0.5,,,89.95670879, 
9137,43921,2001020100,104,农村道路,33814,7,174.8,2,349.6,农村道路,530702201206,义新村民委员会,530702201206,义新村民委员会,6,530702201206,18,530702201206,30,0.5,,,174.8070478, 
